場所名稱,場所地址,場所經緯度X,場所經緯度Y,場所類型,場所網址,場所描述,AED放置地點,AED經緯度X,AED經緯度Y,AED地點描述,開放使用時間,開放使用時間緊急連絡電話,資料建立時間
新北市汐止區樟樹國民小學,新北市汐止區樟樹一路141巷2號,121.641767,25.066498,國小,,樟樹國小警衛室,樟樹國小警衛室,121.641767,25.066498,樟樹國小大門旁警衛室,"星期一至星期五 16:00 至 18:00
                星期六  至 
                星期日  至 
                備註:",26421407-5306,2014-10-16 17:31:00.0
南都汽車歸仁服務廠,台南市歸仁區中山路三段313號,120.279216,22.968386,其他場所,,,接待櫃台,120.279216,22.968386,接待櫃台靠近客休室,"星期一至星期五 08:00 至 17:30
                星期六 08:00 至 17:30
                星期日 08:00 至 17:30
                備註:",06-2395999,2014-07-19 18:36:00.0
新北市政府警察局汐止分局汐止派出所,新北市汐止區新興路3號6樓,121.65643,25.065095,其他場所,http://www.xizhi.police.ntpc.gov.tw/_file/1338/SG/27610/D.html,汐止派出所，每日24小時為民眾服務,汐止分局汐止派出所,121.65643,25.065095,放置於6樓汐止派出所入口左側，志工服務台旁,"星期一至星期五 00:00 至 00:00
                星期六 00:00 至 00:00
                星期日 00:00 至 00:00
                備註:派出所為24小時",02-26412827,2014-11-25 12:53:00.0
高雄捷運左營站,高雄市左營區高鐵路107號地下一層,120.309172,22.688101,捷運站,http://www.krtco.com.tw,,高雄捷運左營站R16,120.309172,22.688101,R16穿堂層服務台前(往台鐵方向通道牆邊),"星期一至星期五 05:50 至 00:40
                星期六 05:50 至 00:40
                星期日 05:50 至 00:40
                備註:管理員姓名：陳志晃。
開放時間緊急聯絡電話：(07)7939666轉11601",(07)7939666,2013-12-05 10:43:00.0
國家中山科學研究院系統製造中心,新北市三峽區中正路三段1號,121.34118,24.901694,軍營,,,行政大樓執勤室,121.34118,24.901694,國家中山科學研究院系統製造中心行政大樓執勤室,"星期一至星期五 00:00 至 23:59
                星期六 00:00 至 23:59
                星期日 00:00 至 23:59
                備註:",02-26712711#313010,2015-05-28 14:54:00.0
台北市河濱自行車租借站大稻埕站,台北市大同區民生西路底，大稻埕疏散門進入，大稻埕碼頭旁。,121.507598,25.056367,其他場所,http://www.ukan.com.tw/,台北市河濱自行車租借站大稻埕站，民生西路底，大稻埕疏散門進入，大稻埕碼頭旁。,大稻埕租車站貨櫃內,121.507598,25.056367,台北市河濱自行車租借站大稻埕站，民生西路底，大稻埕疏散門進入，大稻埕碼頭旁。,"星期一至星期五 08:00 至 20:00
                星期六 08:00 至 20:00
                星期日 08:00 至 20:00
                備註:平日中午12:00-14:00不開放 每月一天站務會議不開放",0982780780,2014-05-08 17:53:00.0
東谷旅遊事業有限公司(谷關四季溫泉會館),台中市和平區東關路一段溫泉巷8-1號,121.009627,24.204712,溫泉區,http://www.four-season.com.tw/,台中谷關四季溫泉會館,四季溫泉會館大廳,121.009627,24.204712,本會館門口進門右手邊,"星期一至星期五 00:00 至 23:59
                星期六 00:00 至 23:59
                星期日 00:00 至 23:59
                備註:全天24小時開放使用",(04)2595-1235,2014-05-14 11:12:00.0
大漢溪濕地生態廊道服務中心,新北市板橋區華江橋自行車教育園區(華江橋正下方，堤防外),121.481685,25.035627,其他場所,http://www.rhbd.ntpc.gov.tw/cht/index.php?code=list&flag=detail&ids=163&article_,"華江橋(板橋端)下方貨櫃屋(堤防外，靠河邊)。本服務中心隸屬於新北市政府高灘地工程管理處。",大漢溪濕地生態廊道服務中心內,121.481685,25.035627,AED放置服務中心內，一進門即可清楚看到。,"星期一至星期五  至 
                星期六 09:00 至 17:00
                星期日 09:00 至 17:00
                備註:星期二至星期五：09:00至17:00；星期一及農曆新年、國定假日休館。",0933863058,2014-04-30 00:35:00.0
陸軍後勤指揮部,台北市南港區忠孝東路六段360號,121.591483,25.0496,其他場所,,,忠勤營區醫務所,121.591483,25.0496,忠勤營區醫務所,"星期一至星期五  至 
                星期六  至 
                星期日  至 
                備註:配合緊急救護供營區內官兵及員工使用，以24小時開放為原則，因考量為軍事重地不另對外開放。",02-26512300,2016-10-13 10:04:00.0
國立高雄第一科技大學,高雄市燕巢區大學路1號,120.33529,22.757563,大專院校,,,學生活動中心,120.335108,22.754689,學生活動中心1F(靠近資源教室入口處),"星期一至星期五 07:00 至 23:00
                星期六 07:00 至 23:00
                星期日 07:00 至 23:00
                備註:",07-6011000ext1252,2013-12-23 14:30:00.0
國立台灣大學生物資源暨農學院實驗林管理處,南投縣鹿谷鄉鳳凰村仁義路1號,120.787772,23.728748,其他場所,,,辦公室,120.787772,23.728748,台大鳳凰茶園辦公室,"星期一至星期五 00:00 至 23:59
                星期六 00:00 至 23:59
                星期日 00:00 至 23:59
                備註:24小時全天候提供",049-2752843,2014-07-01 17:07:00.0
金門國家公園湖井頭戰史館,金門縣烈嶼鎮西口村湖井頭戰史館,118.230861,24.446344,國家公園,,,湖井頭戰史館,118.230861,24.446344,戰史館服務台左側,"星期一至星期五 00:00 至 23:59
                星期六 00:00 至 23:59
                星期日 00:00 至 23:59
                備註:每日08:00~17:00(除夕休館",082-364405,2013-10-17 14:26:00.0
靜宜大學,台中市沙鹿區台灣大道七段200號,120.578353,24.226566,大專院校,http://www.pu.edu.tw/,,健康中心,120.578353,24.226566,衛保組健康中心內,"星期一至星期五 08:00 至 17:00
                星期六 00:00 至 00:00
                星期日 00:00 至 00:00
                備註:寒暑假期間依人事室行政公告時間開放。",0426328001-11233,2013-10-21 11:06:00.0
台北市立建國高級中學,台北市中正區南海路56號,121.512152,25.0312,高中職,,"台北市中正區南海路56號南海學園對面台北市國語實小隔壁",莊敬樓1樓,121.512152,25.0312,莊敬樓1樓學務處辦公室,"星期一至星期五 17:00 至 22:00
                星期六 06:00 至 22:00
                星期日 06:00 至 22:00
                備註:依據教育局相關規定辦理",02-23047272,2013-10-28 10:37:00.0
彰化縣立田尾國民中學,彰化縣田尾鄉饒平村中學路二段18號,120.534145,23.889554,國中,,,行政大樓中廊,120.534165,23.890178,行政大樓中廊右牆,"星期一至星期五 08:00 至 17:00
                星期六 00:00 至 00:00
                星期日 00:00 至 00:00
                備註:",星期一到星期五,2015-05-11 15:26:00.0
基隆市德和國小,基隆市中山區文化路164號,121.730884,25.155004,國小,,德和國小健康中心室內,健康中心,121.730884,25.155004,設置於健康中心室內,"星期一至星期五 14:30 至 20:00
                星期六 08:00 至 12:00
                星期日  至 
                備註:",02-24278095,2016-01-05 15:34:00.0
宜蘭縣立壯圍國民中學,宜蘭縣壯圍鄉富祥路588號,121.788567,24.748774,國中,http://blog.ilc.edu.tw/blog/blog/21502,宜蘭縣立壯圍國民中學健康中心,健康中心門口,121.787835,24.749443,健康中心門口,"星期一至星期五 08:00 至 16:30
                星期六 00:00 至 00:00
                星期日 00:00 至 00:00
                備註:",03-9381773#35,2014-02-05 09:59:00.0
新北市立十三行博物館,新北市八里區博物館路200號,121.405224,25.156686,博物館,http://www.sshm.ntpc.gov.tw,十三行博物館位於新北市八里區，介於八里污水處理廠和台北港之間，面對觀音山，背對淡水河出海口，為北臺灣第一個考古博物館。,十三行博物館,121.405224,25.156686,博物館一樓服務台後方,"星期一至星期五 09:30 至 17:00
                星期六 09:30 至 17:00
                星期日 09:30 至 17:00
                備註:●每月第1個週一(若逢國定假日及補假日，照常開放，並於次日休館。) ●農曆除夕、初一及選舉日休館 ●館方另行公告之必要休館時間?",02-26191313*600,2013-10-25 19:53:00.0
玉山商業銀行股份有限公司,台北市松山區民生東路3段115號,121.546428,25.058139,其他場所,,,玉山銀行總部大樓大門入口右側,121.546642,25.057932,主要出入口右側。,"星期一至星期五 08:30 至 17:30
                星期六  至 
                星期日  至 
                備註:",02-21751313#7406,2015-10-02 18:49:00.0
新北市淡水區新市國民小學,新北市淡水區中山北路二段200號,121.444309,25.184806,國小,http://www.xses.ntpc.edu.tw/default.asp,健康中心,牙科診療台後方,121.444309,25.184806,健康中心牙科診療台後方,"星期一至星期五 07:50 至 16:30
                星期六  至 
                星期日  至 
                備註:",2626-2141#110,2014-09-30 12:18:00.0
臺中市和平區博愛國民小學,台中市和平區博愛里東關路一段松鶴三巷10號,121.15,24.266667,國小,,,文化走廊,121.15,24.266667,位於學校大門正前方文化走廊之左側牆壁上,"星期一至星期五 00:00 至 23:59
                星期六 00:00 至 23:59
                星期日 00:00 至 23:59
                備註:",04-25943446,2013-11-20 10:10:00.0
林務局東眼山國家森林遊樂區,桃園市復興區霞雲村佳志30號,121.409118,24.830403,森林遊樂區,http:// trail.forest.gov.tw,東眼山森林遊樂區早期是北部重要的林場，因此保留了許多早期林業的遺跡，而滿山的人工造林地，也可看出森林復育的成果。此外，東眼山豐富的鳥類資源，是台灣北部最佳的賞鳥地點；園區內3000萬年前遺留下來的生痕化石，更是森林遊樂區中相當少見的地質景觀，園區總面積916.000公頃，您千萬不可錯過喔！,遊客中心,121.409118,24.830403,東眼山國家森林遊樂區遊客中心森活館,"星期一至星期五 08:00 至 17:00
                星期六 07:00 至 17:00
                星期日 07:00 至 17:00
                備註:每年除夕休園一天",03-3821506,2013-12-03 18:04:00.0
香港商世界健身事業有限公司宜蘭分公司,宜蘭縣宜蘭市舊城東路50號5樓及6樓,121.756603,24.757793,大專院校,http://www.worldgymtaiwan.com/,友愛百貨5~6樓,健身中心5樓,121.756603,24.757793,飲料販賣機旁,"星期一至星期五 06:00 至 00:00
                星期六 06:00 至 00:00
                星期日 06:00 至 00:00
                備註:",(03)9369-333,2016-03-21 18:23:00.0
雲林縣私立大德工業商業職業學校,雲林縣斗南鎮大同路400號,120.47209,23.684961,高中職,http://ddvs.ylc.edu.tw/,行政大樓大辦公室入口處,行政大樓大辦公室入口處,120.47209,23.684961,行政大樓大辦公室入口處,"星期一至星期五 08:00 至 16:30
                星期六 08:00 至 16:30
                星期日 08:00 至 16:30
                備註:",05-5970977,2014-07-17 18:22:00.0
財團法人宜蘭縣私立佛教慈善事業基金會附設幸夫愛兒園,宜蘭縣冬山鄉柯林路463巷50號,121.738666,24.683101,其他場所,,,財團法人宜蘭縣私立佛教慈善事業基金會附設幸夫愛兒園,121.738666,24.683101,安置於入大門後右手邊,"星期一至星期五 09:00 至 17:00
                星期六  至 
                星期日  至 
                備註:",03-9515532,2014-07-11 14:59:00.0
光華學校財團法人臺中市光華高級工業職業學校,台中市太平區東平路18號,120.736351,24.137817,高中職,http://http://w2.khvs.tc.edu.tw/bin/home.php,,教學大樓,120.736351,24.137817,教學大樓保健室,"星期一至星期五 07:00 至 18:00
                星期六 00:00 至 00:00
                星期日 00:00 至 00:00
                備註:",04-22775000,2014-07-17 11:13:00.0
MLD台鋁(菜市場Fresh),高雄市前鎮區忠勤路8號,120.303678,22.604338,商場,http://mld.com.tw/,MLD台鋁是座結合餐飲、影城、宴會、書屋、展演廳等生活娛樂與創意文化的大型商場。座落於高雄新灣區，鄰近總圖書館、世貿展覽館與中鋼大樓等高雄新地標。每個城市都在書寫著自己的故事，散發著自己的精彩魅力。,菜市場Fresh,120.303678,22.604338,1F門口過磅區服務台,"星期一至星期五 10:00 至 22:00
                星期六 09:00 至 22:00
                星期日 09:00 至 22:00
                備註:非全日開放",07-5365388,2016-02-15 17:47:00.0
